VehicleID,Speed,EngineTemperature,FuelLevel,Timestamp
V003,114.22078375764588,115.0850611820543,79.27106332454677,2025-01-01 00:00:00
V005,45.21922878573143,85.28563272596884,67.32877865686712,2025-01-01 01:00:00
V002,61.261954134768075,86.1390844152702,19.014222128047713,2025-01-01 02:00:00
V002,68.97668667723951,92.23028980865973,73.63611584634502,2025-01-01 03:00:00
V001,91.96942515117865,72.64320134209467,22.13312943946844,2025-01-01 04:00:00
V001,51.817782689188775,94.20195015466189,34.645466205161554,2025-01-01 05:00:00
V001,116.12020709851126,76.78561065551771,10.573876967585027,2025-01-01 06:00:00
V005,62.15237123887397,118.70921710398963,30.735027087368056,2025-01-01 07:00:00
V002,59.02472468941356,112.5891761830153,79.0148411201645,2025-01-01 08:00:00
V005,97.39213491540829,107.20271674218291,56.62642161988098,2025-01-01 09:00:00
V003,108.31735799363364,73.10003213199572,72.76934433871642,2025-01-01 10:00:00
V003,46.17539976869066,94.54366687494054,95.83743936148485,2025-01-01 11:00:00
V003,100.54470315605691,85.45531112054842,48.65724706868182,2025-01-01 12:00:00
V001,51.51249953482595,102.39851538887389,34.296887282274014,2025-01-01 13:00:00
V005,102.98805615614721,86.13062395564927,10.530498062176616,2025-01-01 14:00:00
V002,58.721016400455625,108.42332536374178,52.89765565603714,2025-01-01 15:00:00
V004,111.82327628116705,110.33943058708113,43.97883776209046,2025-01-01 16:00:00
V001,32.04066033627185,94.52966158836514,13.438743326497185,2025-01-01 17:00:00
V002,108.38174464130769,86.97768925445219,45.39327513976289,2025-01-01 18:00:00
V001,105.65197834386615,74.53587295655473,74.48947158859556,2025-01-01 19:00:00
V001,82.11874124604196,108.62987872596233,29.46848495025915,2025-01-01 20:00:00
V002,107.36681360104636,82.92556324561774,36.33795696359829,2025-01-01 21:00:00
V004,104.37202478479186,77.46381237058489,54.62369869112952,2025-01-01 22:00:00
V005,90.66284111753825,85.50428039851103,71.57670883384992,2025-01-01 23:00:00
V004,93.2334142551932,76.50233967904815,13.534401338137823,2025-01-02 00:00:00
V004,92.84573661763099,90.25002294582728,29.186582635891764,2025-01-02 01:00:00
V003,59.586113329284764,95.81270611091938,75.25102261916743,2025-01-02 02:00:00
V001,104.61246410530202,81.70128757200172,60.244538662129855,2025-01-02 03:00:00
V003,97.35617576758045,95.49218293819683,98.71659874552464,2025-01-02 04:00:00
V001,69.00030725900866,102.95844350891556,51.34879419129331,2025-01-02 05:00:00
V003,114.34240469736098,115.78874115130262,45.070016031361554,2025-01-02 06:00:00
V002,77.47229376941971,101.7872535154167,85.8746478917404,2025-01-02 07:00:00
V002,104.68934497680665,105.22591485321684,85.06117386266789,2025-01-02 08:00:00
V001,93.83866803320566,81.55837137575665,29.02157448274999,2025-01-02 09:00:00
V001,68.87285890497485,101.92246161306552,72.4390828563643,2025-01-02 10:00:00
V005,32.831116792400735,86.22992420447457,55.185705594646244,2025-01-02 11:00:00
V001,66.06203166973312,91.32794531126119,41.24419963051034,2025-01-02 12:00:00
V002,111.26229326044712,81.03748093665776,45.24288321075293,2025-01-02 13:00:00
V002,52.79544765003947,118.05093995944848,80.45327516330909,2025-01-02 14:00:00
V002,80.38957294797672,76.42241924482724,41.13604314061679,2025-01-02 15:00:00
V004,81.1935709825637,112.04190860917595,62.31697631587311,2025-01-02 16:00:00
V005,40.02356019893126,71.67500023042827,96.36888362231669,2025-01-02 17:00:00
V005,87.72759731738978,109.02237434322717,83.4361304059935,2025-01-02 18:00:00
V003,82.01810370445172,87.30673093854614,27.26178286995884,2025-01-02 19:00:00
V003,114.32480793424502,112.91483595210698,88.38154439599946,2025-01-02 20:00:00
V004,110.97527063209562,111.52748482349429,51.008691637764414,2025-01-02 21:00:00
V004,62.22152619987712,105.53874732726186,24.142661875636172,2025-01-02 22:00:00
V005,32.58487567619335,80.19112449023456,90.13681938259435,2025-01-02 23:00:00
V004,74.90409535688377,83.3600139591451,50.49410713260151,2025-01-03 00:00:00
V005,53.61272635697533,82.61466297582373,16.840118463623995,2025-01-03 01:00:00
V005,105.40554104741354,81.11161728676956,66.2381286935191,2025-01-03 02:00:00
V002,96.15780398692414,99.88177869064617,74.25001616023872,2025-01-03 03:00:00
V001,39.83016870456249,115.04224001338387,12.014923782629056,2025-01-03 04:00:00
V005,115.30991156368843,110.63982779992246,51.92731533685619,2025-01-03 05:00:00
V003,113.56711416220192,101.2620630028438,44.83127168158779,2025-01-03 06:00:00
V001,61.578251086723554,113.98381678137557,20.117277488629167,2025-01-03 07:00:00
V003,36.26174699365955,80.34932124746138,37.756737972779895,2025-01-03 08:00:00
V004,42.90633952944061,82.28965819017401,57.67523259268066,2025-01-03 09:00:00
